y1,y2,y3,y4,y5
26,50,80,0.5747303630776612,0.3794917463919245
88,75,11,0.916401243117924,0.4723970521930495
6,38,76,0.06420396897403946,0.8393597338723261
19,4,54,0.8007699101944357,0.42134001854201375
76,26,37,0.8860286187896662,0.4647566806730271
17,58,25,0.6514452576539022,0.4183209662999745
48,55,79,0.37683185599294033,0.04483633326859726
97,75,64,0.9790070858816906,0.2471349011887396
21,4,59,0.5757898179390968,0.09661015917547411
23,77,22,0.1785417821482218,0.7323792182699275
8,70,69,0.1058338130314126,0.028591893358138054
32,32,92,0.2281639591336987,0.9138802637587923
86,63,19,0.5530565779325122,0.9952663072077577
73,74,86,0.03901636629288874,0.519452679703344
56,73,99,0.7398261005318769,0.24096530175509667
34,45,18,0.07865799164629528,0.9456562711618012
93,13,20,0.6021680544710136,0.8713645965308595
12,39,21,0.27660868128651983,0.5701950396371994
31,17,46,0.0401361035157497,0.29291167910941285
90,17,83,0.7177990641665991,0.26753959884601763
66,84,13,0.6832338931925361,0.7486860652484557
83,67,35,0.21001636249999023,0.14233521808611715
29,11,20,0.23596975139985277,0.24849105667755134
65,12,70,0.25246018795593816,0.8024442385569439
73,7,57,0.3887444969251592,0.5570879393753806
37,71,55,0.3501252377598253,0.8865172458575079
46,75,45,0.9145661000140108,0.017724684742858043
91,94,63,0.5832247378504357,0.04077978550262851
83,71,89,0.6463799537890473,0.28832825929365147
23,29,54,0.6446579571885076,0.5389218416131206
2,49,45,0.7258476447675287,0.5650648411592064
83,28,13,0.30853695924116686,0.7598471231978368
38,16,84,0.8080054355063998,0.9907921200539933
39,3,98,0.7651695080949621,0.4820627841462153
25,18,8,0.3516546793191364,0.010295051920053977
30,25,85,0.0018766761554758205,0.002157764031731957
3,45,9,0.1826043394907072,0.4020389231593239
92,69,91,0.2007366178621205,0.7687926318591963
64,48,15,0.1322378912038682,0.7351285063233866
80,36,89,0.8933881247766016,0.8536772609747418
81,3,18,0.4829407416437549,0.9747091669320719
61,73,28,0.6071196006536582,0.9455955041116613
78,79,20,0.7492150230031871,0.5775473284703109
15,85,92,0.7964585754157644,0.45348398530946576
40,65,95,0.15233849522148946,0.34516063354970306
76,16,69,0.5323894152603313,0.24054022533241237
84,15,3,0.3723233257630105,0.3915756763213577
37,21,23,0.3878403027880496,0.3776888099010548
40,53,21,0.27658223635912693,0.005495050302297688
45,63,83,0.8260548290611179,0.113372462833212
78,88,81,0.6729432603445543,0.051630700164832954
56,79,53,0.23387376242193603,0.35501788896794984
57,86,89,0.13489975737631454,0.006272419589604339
11,24,6,0.11778410389259963,0.41973250326806755
95,95,14,0.5345862354789849,0.9980256024339415
75,9,93,0.17892165365407398,0.9740516467479531
12,39,60,0.7788065072864763,0.5910490263325593
72,54,3,0.6994549512622147,0.9181620364017937
78,11,40,0.1536965070851598,0.21783501133968952
51,13,82,0.9106111917754173,0.7672528685512691
81,92,45,0.6498536403855681,0.854834587655377
11,89,22,0.16574625900204787,0.9034471465863578
82,30,24,0.477652647055283,0.6971067953782717
14,7,72,0.7318573253482009,0.1430594375955826
72,68,80,0.035796870966916305,0.47419816133741854
67,53,30,0.37908950606222547,0.5661590131241396
33,1,21,0.5922349148265312,0.38670683507684234
58,24,20,0.5821001641805641,0.9745289883155084
24,62,59,0.13991152970373344,0.46659545655699064
92,3,72,0.43811797311701794,0.9409000828889139
94,57,59,0.4030954269787692,0.1868573787105332
8,60,2,0.6743673107781961,0.8469490303918472
56,8,65,0.020314801441849717,0.9648839787397745
70,10,25,0.02211362808776962,0.7981518563664315
25,18,65,0.6996989806591934,0.5285500344054541
60,82,50,0.7593640867433771,0.3774688690074668
20,87,96,0.06674171077760183,0.4248274123120178
90,34,76,0.6495024343884194,0.6291102840894387
45,33,78,0.9010206040383892,0.15165123348157195
2,79,96,0.9515597297325754,0.7277423318242175
22,21,74,0.08502627727323797,0.09204227004946364
99,37,82,0.48788632149732025,0.04221039741358601
35,20,4,0.9772298764848325,0.642780153071415
57,19,52,0.525368161047615,0.014719040513973103
49,1,52,0.8291908134579834,0.33807634725019176
73,55,45,0.7233035502283551,0.7139898858095247
24,32,1,0.9468493401692952,0.9727479646421314
38,64,91,0.20470578978158138,0.4055882255417951
49,38,75,0.690336760191355,0.474935644252772
25,92,49,0.9207982975243548,0.9384392850361509
84,96,77,0.33719137506766184,0.5588201976000409
67,19,76,0.05712654638288117,0.5304958284316762
68,11,71,0.8566962869085045,0.328413710165803
94,28,72,0.14834877565623217,0.2833833210220609
85,65,28,0.33851042458511393,0.11050079776190802
40,47,74,0.9220684275951635,0.7586739016015854
57,9,97,0.40031527001004286,0.346774803255528
95,62,43,0.15301325174706037,0.30156820569971765
44,3,72,0.5481071917528495,0.5358866875618562
86,54,29,0.8953123387341115,0.7572686650074355
89,63,92,0.6872810825022285,0.9861363102854885
39,31,45,0.6572598830099284,0.19934209095321065
25,56,64,0.8037818932949207,0.2801233458595527
16,37,64,0.5559577503927332,0.8536054400563066
61,17,52,0.5675481221545634,0.4625104496828949
8,55,75,0.7570746679502013,0.2464723284216529
38,38,81,0.8719328762842157,0.057867620393991626
87,38,74,0.054509692795550735,0.6344676308722834
38,47,94,0.649604765225597,0.6916762307183377
66,93,38,0.6248084700627925,0.9715553736071075
22,84,51,0.8160323192886052,0.9883377235050383
86,20,25,0.41001433608868665,0.06603880786641925
40,52,17,0.7374967508370301,0.11008414878018447
45,55,11,0.9599474229507425,0.374548813039018
53,92,94,0.45165599945109924,0.536114080967867
2,92,57,0.20326448545677223,0.5131137958689589
70,77,23,0.3395949141486523,0.1071618557864783
64,34,26,0.9619184802214488,0.206572233200373
12,71,24,0.6220877299807996,0.015294680688418327
51,88,21,0.4285800658201433,0.03039568210036625
6,76,3,0.673850110398013,0.014772436219410712
99,96,24,0.8524319600763808,0.560431721830053
70,75,69,0.8455107776737292,0.7711105391844248
13,80,61,0.828906957886481,0.9217561636931313
82,42,14,0.6413255721946761,0.5402592586833249
58,86,37,0.9429550195339155,0.6921047870120326
50,85,83,0.6024164963024489,0.29006334328897776
25,4,74,0.9534834442226977,0.6946431192979783
82,51,85,0.9731242314071255,0.2829139142566006
54,46,84,0.7063435539489007,0.4370800497272801
20,66,74,0.5123658859708456,0.02847060498634546
57,53,48,0.6537029839094743,0.2623619663187765
22,26,14,0.605753598740898,0.7372709621708597
94,12,64,0.8593587726171033,0.758941551773759
92,66,70,0.6678406577081795,0.29843250808013544
11,84,66,0.1712089342482893,0.36804574356194864
35,99,66,0.23386957832045085,0.5901201006331114
83,47,60,0.7145283774069068,0.9814190803997455
22,26,67,0.931881260829765,0.41928079387718487
58,45,82,0.6719157092920961,0.8871105174857014
65,17,73,0.3245324797703162,0.26046327867687813
1,4,85,0.9496523833144276,0.6567051082211554
18,83,92,0.6556721187029005,0.2689423742852798
45,21,34,0.458104455922418,0.49572023561272893
92,16,79,0.07769957031680319,0.22305709899918558
99,81,83,0.21214990124170685,0.5089320535334271
72,30,93,0.8274075108407123,0.8055036615085462
78,33,81,0.019765084185810133,0.21514886338699968
59,36,56,0.6973925732283172,0.3783147684238509
74,72,25,0.7591753163686977,0.6556063953809724
28,49,28,0.7970627088190174,0.3059295706295374
99,77,29,0.3900259176172638,0.017188540105596672
69,50,31,0.12567603754176582,0.48587628597003296
63,99,83,0.9540982599321561,0.45337167438394077
21,82,93,0.1686522824283827,0.06250946747818675
14,19,26,0.26378888641720166,0.7138551165860882
11,76,27,0.36388859805753104,0.09294672802885628
48,11,52,0.3598151697830545,0.24346021808595686
43,88,45,0.9704078518848901,0.6018778915055029
49,8,93,0.18414229537587457,0.6785002630277425
77,48,8,0.8664625387561642,0.7726503335236201
51,12,22,0.8477853532812049,0.5276280609646161
21,72,87,0.7031760503312855,0.83388003861845
86,20,78,0.7802796701080658,0.28248528042081045
54,83,65,0.56889837832378,0.566745502464239
14,58,73,0.9158110344824655,0.27972408551683337
19,27,35,0.22340395576141303,0.8411278776318053
65,40,96,0.1178439535384862,0.7718834449846085
73,55,36,0.7297585536270205,0.8571930189936108
93,84,30,0.01661485852562261,0.8379854814752955
38,52,88,0.8707941530282532,0.8801559394095878
70,79,25,0.5669218276250715,0.3314171794018761
59,92,26,0.9387235159088609,0.016045448605432
42,2,39,0.9546865992608493,0.9751229761629766
94,18,4,0.9912325293384701,0.6865396688166656
76,41,70,0.05867131600457054,0.7734192879530105
60,73,7,0.38705262340988356,0.9554095143112824
46,9,66,0.8104483725459354,0.9829859496049028
86,96,17,0.936151063347273,0.15860098102713416
29,21,90,0.04004038755811923,0.8158618217719774
3,10,10,0.8972615840355175,0.4357535793835424
27,9,48,0.7335113473089201,0.7398349145230417
35,66,43,0.029168915070133083,0.425188069368312
100,39,5,0.8777071659350508,0.9697772222763685
59,79,52,0.81326527216927,0.9607443098013525
4,33,10,0.7282734261116902,0.011827274670557886
20,73,30,0.22055284579976775,0.1399406210620232
4,95,86,0.746616513439829,0.7241285479554983
39,84,96,0.42899593285548976,0.33133820159158867
77,82,75,0.6610728738668289,0.1671033734626448
29,86,71,0.15363160238489615,0.8734370071475045
57,0,36,0.8709568147123684,0.9630956115951262
68,46,62,0.2253553906944642,0.5475828558772992
18,4,52,0.21382163202575177,0.6700297783156558
34,38,84,0.28709005492476414,0.3886226341490847
56,8,69,0.7902330187032487,0.7497289958656206
67,49,83,0.5858472943882329,0.6044408285233677
27,36,35,0.6977783884303502,0.6768927012696285
83,100,85,0.056337661513112924,0.7505489238025186
26,86,72,0.5761184029117893,0.31437133678230034
34,40,94,0.05936842138003984,0.4563002884626056
54,32,71,0.6131090778184065,0.5116620722748342
36,43,64,0.5683320528104079,0.8835683874262822
20,52,89,0.8374479670430623,0.3298985304393729
79,17,83,0.0026991789793447962,0.6114054748731915
69,97,52,0.8643168495259791,0.15522702211979644
5,45,1,0.8819422619317772,0.9906218152188664
5,66,70,0.7758391167927015,0.49288995668006963
47,25,76,0.7943131602803826,0.3890316176722207
84,40,65,0.605984033247996,0.7815045805598637
50,90,10,0.6223935138417191,0.8731802643622659
24,26,81,0.2604713320432418,0.65494308773506
99,6,92,0.9703400322163198,0.7907637696146526
38,54,14,0.04976623299448635,0.761932794011836
31,60,63,0.18744661799488638,0.8611581975689381
60,62,40,0.6936530756040777,0.5594321138501519
38,93,9,0.22527170727894819,0.04982693428313967
22,73,13,0.6687586881042397,0.4890856943037184
13,29,4,0.8933418592073734,0.5495026629747787
75,40,16,0.9006280562058142,0.8719013641660269
61,22,69,0.8227683490638541,0.34346219067042005
21,79,89,0.4830713621397541,0.7798664994823478
45,14,29,0.09787356429412664,0.05638991557761863
62,44,1,0.7392943675891404,0.09461731219016267
37,14,93,0.4637870156293774,0.4250109840560199
96,44,96,0.17787336488379557,0.03173428465057604
52,36,34,0.7261014111926031,0.06130606004463135
5,97,39,0.4699568347460126,0.7228942413109656
34,71,28,0.5168394242475752,0.5280952633196224
51,83,46,0.1997902334742384,0.699845776054812
17,69,86,0.0744570910979887,0.59609338458344
37,50,77,0.43117394801605347,0.9917861107489645
74,24,65,0.09674670133762409,0.10255031375823698
75,15,59,0.3022700270157208,0.022489065832137722
53,80,53,0.033695713747893374,0.8389417114795114
1,40,53,0.5016802824847875,0.3914977082163197
16,94,25,0.2955236743076737,0.6190025330240858
36,18,77,0.03928558875843324,0.11464964700728086
53,1,92,0.7677089143418422,0.4503772920198392
99,57,17,0.6025469089851581,0.7632609097992743
49,39,16,0.1536843678890054,0.49380123481868565
15,74,11,0.3804314141524192,0.9170332243205624
57,72,69,0.7203716879083432,0.2718837282824098
66,65,89,0.8772992342846456,0.327956760020797
29,98,70,0.8793852535618576,0.7670489836192818
4,3,74,0.6967818925900788,0.44433927034531173
21,94,29,0.0910081551201114,0.20799878228948976
14,39,86,0.47958789786662115,0.29373390647138686
45,48,93,0.2537948434659063,0.00036809664428694155
2,36,32,0.9873514879932899,0.4471485722192877
91,81,36,0.07786694935618632,0.11120016164160362
75,68,49,0.04082823463206531,0.11792005978508613
70,17,27,0.8857759694294709,0.9429409835942046
72,32,83,0.22720623744045254,0.2772779811422872
43,94,48,0.31066004567156114,0.8207784106901969
51,32,94,0.6604623678168294,0.47623071215524626
5,42,64,0.6613691297111841,0.26046647691242253
99,62,2,0.3081300635485129,0.5713580850232184
16,78,18,0.6312406663897918,0.34048701386286995
56,23,39,0.04915901593022598,0.22458126018908542
73,12,93,0.900635292374486,0.37932983172884505
83,37,70,0.7921425065581601,0.5316731079822019
76,84,99,0.6351279832512412,0.969345020058396
10,63,45,0.16513409655867783,0.4152141531523218
37,45,30,0.9405135353843169,0.1370433716508146
100,31,20,0.04102019412129343,0.9750359413553813
59,48,67,0.4923765417213003,0.8978727170218285
94,45,59,0.5317724297813446,0.604030242451402
7,87,71,0.7660937088067976,0.2666398293645136
10,65,48,0.9028552931285846,0.6571967553388791
53,34,78,0.42233543930366857,0.9525592937178979
75,21,2,0.5415860653693849,0.5966170578584188
29,71,83,0.4208014480628295,0.3773560166523089
63,12,57,0.10611135012577833,0.6132455465020656
51,96,37,0.04520528224756526,0.38463953331746814
75,74,44,0.46058844757960316,0.4912979428857266
84,90,4,0.2008950744085335,0.6386041379042224
29,5,52,0.0333134671228158,0.333158206173065
79,11,14,0.4767571334572047,0.24615572587821133
11,34,41,0.8004467043424106,0.005949350669562703
74,35,97,0.5118834550836298,0.0264126388972874
24,67,18,0.8876549952438585,0.5633627559580691
27,82,37,0.6357504885875517,0.8861637066855824
69,22,19,0.3943512650074874,0.18574067113921666
48,96,25,0.5452209713659707,0.5918156387975383
45,21,71,0.049365625543079106,0.2665875219066587
25,99,55,0.12377870809162661,0.49243062063202425
56,25,17,0.21925184502534056,0.3465001137766379
46,53,68,0.913385477169233,0.4605637432881745
82,85,56,0.6886197563286612,0.7060360973704667
95,90,60,0.5375245294784209,0.13616213791303167
26,66,66,0.8767373135656267,0.31223104525183154
40,42,88,0.932557123127752,0.017783882372801263
31,98,65,0.9766433016233701,0.6352451331581789
55,77,81,0.3194679650883565,0.9503541800592198
68,2,49,0.5403185416252951,0.913262720754808
86,53,65,0.6551086476749121,0.9625171212502993
3,84,18,0.3790086727698291,0.30816560423932693
24,78,19,0.8255055780948717,0.9054570600101157
47,70,78,0.03771947302961931,0.9224790174735218
4,17,53,0.5790041244406966,0.33050161986618587
63,48,27,0.4287047649621234,0.7762977435155496
34,25,99,0.9440378690972537,0.41684227824234854
43,77,75,0.22124190675453814,0.43337446344398534
41,18,49,0.4214799123850286,0.9106749061062219
51,66,39,0.8226064104196315,0.9636211652920446
8,37,95,0.0758362871088557,0.01602411323817754
23,14,89,0.711552925190126,0.03298389718687955
79,16,61,0.4943271493678807,0.93008526176755
25,10,78,0.26876994986185077,0.027853899869977106
61,14,11,0.47227011910534367,0.008095995337166095
21,68,84,0.07375053622784389,0.9902723626229822
25,96,25,0.3478164506854218,0.9771728986083285
78,35,66,0.0005914201851953127,0.9420546625834954
86,97,67,0.4770996201478621,0.9949429632394515
93,16,93,0.09812356048996251,0.5921839189643356
60,43,42,0.05125947010495757,0.6756205739968882
79,61,27,0.6915610650018602,0.2873237471567841
21,98,37,0.10743775517073684,0.22563233232324165
44,24,16,0.40140214289826115,0.40308933349875964
73,78,24,0.8161244670081725,0.8264152188836218
87,66,39,0.2048236994227075,0.6930253052879579
76,91,100,0.6599825102749706,0.6639684307168974
6,94,85,0.8439788216774115,0.7264126273438964
66,87,0,0.3623438057609043,0.7425154377714166
90,53,11,0.5829339695982759,0.19268518948999247
99,11,31,0.5268369511111346,0.19969508544032621
51,64,36,0.5224513703496764,0.3819713220762083
50,72,81,0.07346025180031701,0.8123566691495782
88,27,22,0.8674771543547118,0.1275066951294953
22,57,23,0.19888866860062926,0.5004605588760807
42,48,4,0.02439870799814825,0.5873558322733933
2,72,69,0.6903223370897174,0.6798464226673343
82,87,86,0.19871040965680642,0.7694825254068676
27,18,47,0.549760300268524,0.23163022080383622
74,7,16,0.13751581944949554,0.7948128432597091
9,94,75,0.8878074189294628,0.7200654254972433
37,25,3,0.4707694488820998,0.6963980336737906
38,89,79,0.9721264826685678,0.712810109803947
43,43,53,0.29553944136399446,0.010437965248477066
66,16,7,0.5100931752802053,0.8585935471410486
37,23,25,0.8310274184991614,0.005192004273061435
56,69,95,0.9416883009569011,0.6685463730110826
84,70,56,0.42494481546587504,0.9306313743487327
57,50,2,0.2795954948340593,0.44194372331185827
8,7,31,0.871128164181288,0.7372930975981103
15,64,68,0.2901583600050688,0.44096174574251956
62,46,70,0.40750220405981563,0.7071292620756522
97,32,90,0.2050880026043943,0.7431817070738456
60,25,82,0.27101793222358184,0.4509576050895714
11,33,1,0.10580923548227505,0.22713227252807244
51,65,66,0.4420215642860207,0.6797151851967755
28,10,40,0.5115810230585587,0.31025936295440604
64,3,58,0.10734025442584672,0.5775931858248073
45,78,17,0.5778208439913177,0.5951292661851392
99,40,12,0.48045905762374197,0.9677272438329597
92,8,44,0.8520655117099929,0.6338411148349415
7,97,59,0.9036776245073949,0.006755966389650037
5,98,4,0.6967692430162943,0.10095543129134865
75,36,74,0.899216716649109,0.06699953547292148
86,50,85,0.14100030484266834,0.9305833508293574
38,8,44,0.3723284210488289,0.5569426697999946
81,28,88,0.4016358156797625,0.4798813618634842
33,38,35,0.2353598360801149,0.6950608471676814
98,18,53,0.5160188531747933,0.2016324805766333
43,75,43,0.3866586742926089,0.8933976751590524
95,58,68,0.08777076780105209,0.11149982981453543
15,58,35,0.9804880244635671,0.5682882361364112
59,2,98,0.6966938166270469,0.8698536035715796
83,96,37,0.5448884524265256,0.5160855247886181
59,65,52,0.0995152489859672,0.3853696380061904
6,10,6,0.2383340460942277,0.9422638546677602
11,77,22,0.4599009526075737,0.8820772380093042
14,37,69,0.23726713270780175,0.26153148500031
8,48,9,0.12546088328276161,0.3932730185689305
20,19,4,0.275372976526317,0.572054268580938
19,10,2,0.8421951461408582,0.48697938964326504
33,85,100,0.6942804610246572,0.08246293110859149
47,86,60,0.5032370854920487,0.7069022037251483
59,36,34,0.013396205081958157,0.882841000092921
99,9,65,0.009791377419862024,0.6593226161622958
74,2,85,0.7648812125300856,0.20705743275005917
15,53,26,0.4240912840445479,0.2744518873501294
72,91,48,0.5733937614729054,0.358153588122856
3,82,4,0.7719307171447679,0.7703834999494309
91,95,64,0.3380072559235734,0.6377490816669924
15,93,37,0.2823902398901029,0.276372936771601
37,90,15,0.8113418137042301,0.6041791678389179
47,79,8,0.5513520695641833,0.16532249640318475
24,84,53,0.028428017674442474,0.975071793369068
42,70,41,0.3685797898823988,0.31349940103642115
6,56,68,0.8803980700320116,0.5896421099145043
88,59,51,0.4948134368734671,0.7683109110327919
29,62,96,0.9961367784987218,0.29916379651231917
36,57,63,0.060204580118219275,0.9402277563431728
12,95,79,0.10240860821396303,0.18216399655516002
4,78,43,0.524531362203072,0.6491512192151044
25,84,92,0.6431313152747369,0.31295369007264573
13,7,83,0.37280394509864645,0.24052419888149013
93,81,59,0.4698526343698394,0.9157962086242193
81,54,53,0.781256680303127,0.2625516688589228
68,70,80,0.20281943654582202,0.48776431821174726
16,11,44,0.41060255907793675,0.9706672898668435
74,5,69,0.9592131426225946,0.6628051388852552
67,8,39,0.5054884624745041,0.8612713939537662
37,1,68,0.524636991643109,0.8610446619394234
99,58,94,0.46547361410983734,0.5922628914282397
21,19,80,0.8613977730913933,0.03178298465584728
17,49,28,0.35083648689169333,0.18756116211414586
64,48,63,0.9326411180329669,0.25704160206812876
86,64,88,0.9185111511745064,0.8467789719212343
96,83,97,0.04088363016950369,0.15519028760427145
28,22,64,0.7651214141095352,0.4768480578035159
83,69,44,0.88952880725395,0.863414750533066
76,2,13,0.3944376095421749,0.6444282579056619
18,11,79,0.9969559559542139,0.5128360639820126
48,98,63,0.1355930877491568,0.5875275838641464
83,35,17,0.7315934367552718,0.2918401507049303
63,22,6,0.9914267854737503,0.4277836275850039
70,24,91,0.19489011852889748,0.6917481281068805
