x1,x2,x3,x4,x5
59,73,56,0.8672640593482436,0.9223748485332967
25,14,72,0.8607037076747559,0.754644800327178
1,37,58,0.875237403082044,0.5674557172314562
80,62,92,0.3686099227786618,0.5235797583976299
60,84,3,0.4329031572829556,0.9095062581144643
86,55,96,0.03412295942784571,0.6686053844395747
69,79,97,0.19526307222382744,0.3308693870546958
13,3,77,0.8885120915051206,0.7028510860091566
52,40,61,0.609977191983727,0.0957263033571466
16,55,42,0.4784696192060509,0.40970683213678405
61,30,40,0.8351404577394288,0.9737780721600732
16,83,76,0.9874347777563582,0.927724395789046
42,84,84,0.7677482903344839,0.4999733616966213
16,26,84,0.03722902957721541,0.6366604297946102
83,98,42,0.14033339046696602,0.8530480554715489
14,80,73,0.553606009321512,0.7552894922305134
72,41,42,0.19861347855239053,0.033815875450401656
68,63,0,0.49611417930394297,0.26766459791523245
73,74,75,0.920925350726316,0.05363531992635617
53,16,48,0.0935214438295604,0.4470500853684789
79,27,92,0.1498335070006508,0.6771491932818772
3,69,68,0.748728697257751,0.2515309659907008
25,40,91,0.7906651946232978,0.2570048540073354
32,12,38,0.707301610827988,0.3871884332542145
82,17,49,0.2747164982724064,0.8605274110256669
31,50,53,0.8583623026836308,0.5470671584422325
0,90,39,0.665021908372734,0.8957346597537914
14,98,84,0.4405962360801281,0.5854832690168857
69,74,48,0.3641896469243675,0.3088260343676351
82,40,47,0.256720411920224,0.34304150968211855
16,78,25,0.8867900552471837,0.6048482124156646
34,12,45,0.07589553747546463,0.9709281139007861
53,45,35,0.37621056411695164,0.043158709952514585
43,46,17,0.931754807390853,0.9368258930114591
12,73,69,0.8935211321746439,0.9059130123314837
13,100,72,0.29551893461849743,0.6445388586305171
49,49,47,0.8013028123445979,0.2823983288012708
65,94,2,0.8670115598336101,0.3122637965779713
29,80,25,0.3565167403518795,0.2310389869328685
96,60,58,0.6308014337031834,0.2991113723694857
3,73,12,0.4111794656399398,0.8463947765508293
20,23,88,0.19433876632858238,0.9366189287517935
100,21,33,0.40337293890369774,0.8286789228005382
84,28,6,0.3818328971531707,0.9280300822315218
52,62,76,0.2767677798625082,0.04091559437830006
75,5,52,0.8993775297523078,0.1588324160463258
77,95,30,0.5671097402314005,0.09619435756093053
63,25,20,0.09243246888580625,0.7165614495287747
88,66,15,0.7576495209774181,0.08721569905009885
94,12,3,0.042000429126164085,0.06426271686552876
90,25,27,0.446535095631583,0.9159747358585263
33,16,61,0.9650443489781524,0.06615656116492052
2,78,21,0.9626035760305778,0.530831917417542
78,86,30,0.6883403782512033,0.46208401237097285
81,47,87,0.7974053412408567,0.2932067362948083
95,27,27,0.7474530838747542,0.05149501254363453
82,38,98,0.9955863418356636,0.6883873966027011
50,52,34,0.26212314717288365,0.17516249239540105
17,67,15,0.9816242426598708,0.8346508988098601
15,3,21,0.3982140432365575,0.2968312779356902
74,68,33,0.385036970015193,0.16029408565206116
36,88,83,0.29456740989861385,0.14741759700742507
53,90,94,0.2238656292800354,0.49482864326
61,77,99,0.4343384598107761,0.6424109596337693
83,20,37,0.43107679133346966,0.01256264124174511
43,68,7,0.4526067390971662,0.9585755370556195
51,19,79,0.06900279061378511,0.021614077628937967
44,92,93,0.6020010374357856,0.5618011077222034
28,67,66,0.45704547337357615,0.2029342619829423
73,74,74,0.7375716656199061,0.5458724192980711
48,90,83,0.4908634861769985,0.32932535882117797
61,19,63,0.607303073783418,0.8968564886699845
28,8,42,0.11690009078106267,0.3936995513476963
47,30,87,0.6734377284561673,0.4071397269876481
31,64,85,0.7001939476159139,0.705416702437316
76,27,75,0.9965527794597012,0.15194924906406637
83,15,50,0.09095800574065993,0.23786674965051124
36,98,91,0.3409082059050036,0.7257543365850336
56,64,51,0.19891997673739414,0.1979915186462874
99,72,50,0.9248849961226934,0.6371636648898062
5,58,60,0.9110888639111324,0.3734669439285214
51,29,4,0.3172082981768869,0.761926938199598
90,69,18,0.9533807413484473,0.3036391823711516
56,46,73,0.1213585322856594,0.5296513860608891
54,74,28,0.006379864211168762,0.36936845155889575
39,26,22,0.5491079476005729,0.08122821735545271
4,72,3,0.9309261717663629,0.007110562731054926
43,15,18,0.9340892888752442,0.9670614144863754
5,100,20,0.9339614650564767,0.7759183630947953
82,52,67,0.8138095258860979,0.962069079220692
22,12,68,0.8444798983935627,0.8083221864514922
44,14,78,0.9275841065391148,0.8004277832748461
56,83,23,0.9946837017561493,0.035459550787013905
1,77,48,0.04513816870008769,0.6431238074338382
86,45,28,0.36706905250629807,0.7454117324407168
11,47,9,0.7256322458589164,0.8758634034979235
95,19,96,0.5315364368154217,0.1032120423669477
36,2,34,0.39861291702326174,0.7773904526747695
42,71,29,0.6521980149346324,0.8661932404311897
95,36,49,0.6996229000711089,0.20769805468640457
9,65,79,0.7085474212350057,0.2096387612858327
28,43,9,0.3332863833336942,0.25703913797507594
81,82,79,0.4123511404495397,0.44708018608814903
58,81,11,0.759796176109996,0.9597047301526161
99,6,81,0.582262431326129,0.16349238751903605
39,33,57,0.7125905078502294,0.16776877594835293
90,0,44,0.17495680095699362,0.7966497615943696
49,46,1,0.9910993746200973,0.7049016683837651
30,66,49,0.1642276068016375,0.3736576821477767
80,44,32,0.7039418807627223,0.4757496719277179
10,6,44,0.7400635015734522,0.3817382204071026
72,2,54,0.14334412775426253,0.8696991844471665
88,35,14,0.10439172798163698,0.17696985457450787
50,83,96,0.9171403219451523,0.13736710141737463
48,74,50,0.40794646647010224,0.1106799090576821
47,0,5,0.8388615335564844,0.21862486559654926
51,65,56,0.04191142661340996,0.12289354473277037
45,68,81,0.5672010598497393,0.8630245595657955
22,70,4,0.30565118250367984,0.83436555383823
3,40,98,0.7393442833178445,0.6246194814748759
36,68,63,0.9245308787754278,0.8756658823929241
90,61,71,0.8061568812387971,0.1076970239270092
29,54,99,0.006955642534465012,0.8512735311202545
31,55,28,0.21420572842932628,0.8685016359925348
50,99,89,0.8423813603168898,0.561132897009816
30,83,96,0.6594799977157197,0.9070769931427182
30,96,53,0.6020017943460992,0.907086434930756
67,100,59,0.40219503072558727,0.6629175789114671
12,90,41,0.16314363175421653,0.662494732759903
62,40,81,0.2458413264226732,0.910846456229343
89,4,33,0.9629675707052232,0.673837255233834
97,40,37,0.23059198301924944,0.08977058867637855
90,53,83,0.9152565244698507,0.2956979491017817
85,28,85,0.2619907803885827,0.3674141084060356
43,64,51,0.793043409694416,0.7227561120374172
82,78,7,0.7377330651808993,0.21830287060101994
29,81,41,0.13815774102610423,0.8551388873569796
97,17,24,0.7034452158221769,0.0390861694577711
41,76,89,0.09696535437184395,0.7381857062269477
60,50,9,0.7553102624899659,0.011472206468423507
9,19,28,0.03721774434140246,0.8499344578778989
9,46,20,0.24929746437289346,0.7595945903762619
24,25,2,0.49165004279823254,0.36067782664500725
58,58,73,0.31065387677488765,0.42873677229146423
51,84,90,0.6081183878168422,0.051525227298209964
56,65,13,0.3348989155610246,0.4821077373334558
80,83,42,0.5896877363485604,0.19757889205930312
5,93,86,0.3808333255753181,0.6567370447892099
88,30,22,0.050092144831947794,0.9791110467355506
36,89,7,0.5595921674570236,0.5551692861163758
99,29,33,0.8543968827027938,0.3750134577536247
55,95,55,0.5423131026823846,0.5704557914583015
4,78,62,0.21344401375686983,0.637582000188475
79,14,3,0.7409398241751176,0.8421871774887666
83,24,89,0.7904788396772104,0.13638496644418763
23,85,59,0.9216196716378445,0.9238726697608133
82,27,69,0.8431164832308458,0.0897249409856058
42,32,35,0.5964429741158593,0.3066278004756492
7,39,83,0.2697988311201409,0.2055315889521937
72,68,92,0.29422269571349546,0.7695656785163009
70,93,32,0.4563520887733179,0.4891215681666429
2,77,62,0.12110304548082462,0.5312594986458717
49,99,79,0.13507966976022567,0.9601422986187065
46,34,46,0.40655778219109584,0.8516236513985875
1,48,68,0.6670373937373458,0.4567149690253324
45,7,31,0.15404552312978614,0.5928688217209619
6,55,97,0.1820955917563417,0.4099912575883421
67,91,2,0.47536786362255024,0.8551259902178657
17,80,15,0.4804485125447693,0.5042163981070639
22,36,36,0.8411678081316875,0.2864097435608809
12,100,49,0.10317116816527883,0.7093245562476136
38,17,44,0.5308122159243569,0.23178630744320416
61,42,83,0.429160447266014,0.28398200898589676
83,67,56,0.20575151092251598,0.44019443208706155
59,79,5,0.5831189205929784,0.24848195508003368
1,31,12,0.6454426595629185,0.23414008627645144
39,39,33,0.9804175887049216,0.9966470277076737
8,38,98,0.5678001388334902,0.3143238547083863
31,15,6,0.9175116895654551,0.15695214135765123
16,8,93,0.4859284346841516,0.38842948123480314
70,28,40,0.43699841988914034,0.8598079402287774
28,21,88,0.32282044487810124,0.15202651547289725
74,92,80,0.2471743371684112,0.4559297632079564
16,70,41,0.4550235238799408,0.24166642575724462
87,79,8,0.5922608483288281,0.4596039627622728
81,45,29,0.3483628027542206,0.8660381887431505
57,17,41,0.7619084653307228,0.3903765558282265
2,32,46,0.8125239737214142,0.42670677130659007
82,19,82,0.9802973970573319,0.6525060523206726
36,78,31,0.09203937034184839,0.5405902444320372
14,27,31,0.9345428276366291,0.8244413935873133
49,30,31,0.4065215826166373,0.4172511683166018
68,23,65,0.5286684638629228,0.77574824740005
70,2,43,0.9453380561871632,0.5992686947169761
33,52,44,0.3826376242741927,0.09732036096536578
18,99,30,0.6589452925104979,0.6046976743585555
6,88,77,0.6278154614281054,0.3621880487976953
59,72,27,0.20209994526705433,0.7707732854313776
10,90,58,0.42353467975417847,0.5251922301361102
87,11,62,0.29277917641548035,0.4746693295361488
69,39,71,0.4337892303769081,0.18233159761807805
95,49,15,0.7759885843221749,0.2824226476023963
38,87,88,0.08126851119235778,0.8659028213579415
32,20,50,0.7323477709888676,0.9031809820381088
18,52,17,0.24210939472859871,0.27217903461476256
70,8,28,0.04146675312481529,0.6063820081175668
31,50,32,0.4572056307859176,0.774696305752929
64,2,62,0.6816169049231411,0.62980884664249
59,77,75,0.04502803219216833,0.5390714651213402
4,19,87,0.564269453338005,0.08000626043919301
12,86,82,0.8173445260745696,0.574134819047785
42,96,20,0.9994145097235894,0.7643263595368571
32,30,74,0.9956031175018076,0.9985673447062001
42,55,77,0.022062652070286126,0.04504861652753245
41,36,79,0.29159304266782304,0.6863828305982613
34,30,55,0.8889030520224126,0.8036021621485006
50,77,56,0.6638088963916359,0.9077592107574384
18,71,78,0.609260646717325,0.2152038880394166
65,11,97,0.5929124001690628,0.9799930956825962
63,47,13,0.8652522899462725,0.9884615165616396
98,44,38,0.07744046469864785,0.5131318848414885
71,11,23,0.02027434978640974,0.7236694584455305
3,36,44,0.26117011077977403,0.5397164399294201
53,26,34,0.5592145216920388,0.6519633588261993
86,84,52,0.41198187859635504,0.7205435924246765
42,80,10,0.9714360464645656,0.81644651801763
55,99,0,0.581025929503844,0.6548374558276232
8,39,42,0.04352209052915412,0.36458338243051813
33,1,68,0.6351650956863554,0.7190035585852589
65,32,94,0.7057013921193822,0.5419714659047562
10,67,32,0.7901237475663384,0.8646540699162623
78,87,85,0.9412108471571806,0.5634654729208253
61,66,5,0.27971688362597635,0.9224586438738199
49,26,82,0.8910005321665777,0.7174183716968627
77,44,7,0.4499922189445814,0.2469643734224527
46,79,68,0.3440737345446516,0.9463837623301832
73,98,96,0.8367873584463188,0.9400130156522272
57,54,65,0.4677232431891917,0.8718142352303293
59,85,34,0.4040985596167438,0.2670162724514441
41,71,61,0.7700366764901171,0.3230542222519991
40,69,75,0.7446036946020931,0.7694857735324702
63,64,15,0.37752031484556603,0.6395445632240236
45,21,68,0.0006298633574534085,0.15093086298720593
70,86,12,0.1663060912671579,0.3797793357200536
33,95,27,0.07461513952746668,0.7662727379203238
72,60,50,0.6582842745756312,0.8351584913966719
88,82,4,0.16275157097172444,0.7107575848010903
37,14,29,0.5046689907784125,0.011486317733919837
61,29,5,0.48634329061435566,0.2677099594258764
62,35,72,0.609683138349559,0.873077934584641
73,46,90,0.4683507430385666,0.898514995816086
28,33,28,0.4845210477301276,0.7147747483635016
52,2,66,0.10832363195794481,0.6545961951163
84,72,12,0.9441508436557535,0.48510031710128976
2,83,67,0.19370352374110067,0.02570286705345548
31,57,51,0.564463165552262,0.9312191163477885
1,5,5,0.02906857382990058,0.48673445936020077
34,32,45,0.4438298842470719,0.33821668896253687
87,26,16,0.27481493824840686,0.8248268163071548
70,80,55,0.09567671214725981,0.3746457641997819
68,45,88,0.703688563609412,0.3370572903245115
55,63,33,0.11018903275244107,0.9870384384059607
28,52,71,0.49753657459771594,0.3523908086969568
71,29,70,0.3434441254760452,0.6286864068633649
100,85,49,0.472081476270383,0.16730964369648327
98,27,16,0.17380396450517854,0.3539695140707094
20,23,37,0.379398738104781,0.3132397882649465
9,85,8,0.5307829694309466,0.7869301162442226
68,63,100,0.821478425710848,0.27114179369762115
87,82,6,0.6606210563868035,0.5636949738966717
67,37,30,0.05448358653795071,0.15446091165404796
6,19,48,0.85877387989605,0.5866086969933666
97,73,68,0.27342768103539683,0.3839698861306686
23,56,68,0.8111074292879732,0.45278298814654694
14,86,20,0.05440947848473332,0.3182465203739723
39,54,59,0.9476888811993909,0.7571333463055464
1,23,23,0.6661844052761634,0.7635896732892653
19,60,12,0.9710919926923784,0.9974500271756034
67,84,10,0.25134413639338715,0.30151208960243403
34,10,73,0.8323450576431135,0.2561149394495751
14,30,25,0.7825477430650337,0.860380263697588
50,26,5,0.5790895668454225,0.5596575559037773
21,46,65,0.39783391595378226,0.9770826934514537
67,49,86,0.2657349907872508,0.13033202844557745
63,91,84,0.8298674968197188,0.31947641850213804
96,28,32,0.5312441582943126,0.8102157911428347
93,96,46,0.07218348092241322,0.14993212882251894
36,19,86,0.4346241767918244,0.9257058400101932
6,1,31,0.7767519545884984,0.12563726789446739
74,74,35,0.54087034886991,0.7985892146563849
56,10,80,0.1035302655938729,0.08139626412850198
38,91,59,0.4977563179767991,0.37112111726507513
86,32,18,0.8374778395963497,0.9054849397950546
81,45,35,0.3680777709770473,0.6962154980776486
30,39,36,0.8114976590755878,0.45857923998832584
87,3,33,0.8550730794768332,0.09997269188208269
26,5,43,0.1164391496138878,0.9271221727040182
10,41,22,0.8716188850333586,0.7048009232975109
64,63,2,0.9216849221038408,0.9668708268106253
56,37,94,0.2678395358211796,0.37213621715384315
91,29,47,0.564917841405118,0.9901966554839242
100,32,7,0.23981269511351677,0.17019930648397508
10,28,6,0.9723011283444751,0.8973629634672903
52,61,60,0.31836375821258,0.620447028731195
98,23,15,0.21786597781064976,0.6033896504177891
46,58,77,0.9797104466911661,0.6228377342001128
53,79,23,0.5891456894470625,0.27880819833253034
14,84,2,0.8557920131810303,0.07632540907983332
14,88,97,0.8266953809531203,0.7694435965471289
17,71,50,0.16802523026330762,0.6048621339363106
94,29,61,0.4055972469124657,0.8342555601623586
51,40,73,0.8489053772962629,0.7622257926295579
94,36,24,0.6366647976588039,0.5135547260654306
87,75,48,0.33519909709843,0.4382142698700525
30,90,66,0.8801375784437049,0.21268194555874864
70,65,4,0.7717395659734015,0.575878552776944
17,77,30,0.6692837110779838,0.17005459877344886
26,81,33,0.06402389019859511,0.3784011071133715
95,16,40,0.4515097176226167,0.7965279288124875
41,82,34,0.7901479708884447,0.9004222661104441
48,67,27,0.14853945815978187,0.5012255106253853
37,97,93,0.481643441906662,0.7251379673391762
69,35,38,0.7698621758837368,0.7210355916576328
71,55,42,0.5899595787703664,0.2798323807619282
85,40,67,0.7735693313132326,0.9831674246684639
24,4,26,0.03002049065660317,0.1916087675004865
69,4,19,0.23040851225995806,0.9864337803632951
62,37,68,0.22781480009242305,0.814777834265735
100,91,70,0.17680235268583588,0.019128805777306135
82,68,43,0.19690836186809257,0.1778710898580269
53,16,82,0.8966373800114206,0.37288823763485845
61,69,42,0.1603886903058186,0.938376157830361
48,88,45,0.058528016787838255,0.17844205875438923
41,1,75,0.42791581941103873,0.06806005843172092
58,5,1,0.2573512253226824,0.5765186993674514
23,79,60,0.25029107598453926,0.24412691268464637
51,64,82,0.26458604284780096,0.3446058457326875
50,66,47,0.5867128197418662,0.36592419156636613
67,90,54,0.17754448250774146,0.5430181860721712
46,8,65,0.14422107103783843,0.33795661381288244
59,34,21,0.3297868477483361,0.8434109101187873
64,55,71,0.9205585253908237,0.850029096185652
83,78,50,0.8969007257811886,0.5573632231090427
64,87,57,0.47220121815882143,0.8688268591235608
84,67,12,0.2919543715240128,0.3840455607277329
67,79,74,0.8970293783424012,0.1584437057936342
95,60,60,0.5634832845238195,0.7873655124564589
80,42,29,0.23187002150412428,0.21602473103904174
6,65,21,0.6267963547092101,0.5467270839135847
62,29,84,0.9664931529495536,0.4889567030781451
43,62,63,0.5426061382946824,0.8198846151019823
92,66,43,0.03279877900436989,0.8342957354292716
82,32,73,0.03826940003736046,0.3046481874532937
35,62,72,0.690550264015207,0.44289332098296896
97,70,4,0.5364776979313771,0.6153255538605039
98,61,66,0.5465444186627603,0.28841605903722
57,83,68,0.4681200710912985,0.7885387484821952
63,95,39,0.2223085319190784,0.42306775507179073
21,46,10,0.32046660889819945,0.4031290455060518
92,94,24,0.24814938288719812,0.6039454419494501
30,50,50,0.02675576834031379,0.682866541263938
50,34,40,0.6257578221532057,0.5398825211153453
63,21,88,0.6005633108835332,0.15844932016192714
13,47,83,0.3355869994765227,0.7707168385340841
6,37,86,0.9022770547857176,0.6755093776345773
76,49,40,0.5380760259153646,0.15935610100522546
34,29,61,0.554420147559507,0.5601337835971586
42,80,6,0.351926584423793,0.8424334225992518
15,37,2,0.37330358655940565,0.9366642852870077
48,61,52,0.629192894780493,0.7408120017899761
80,56,95,0.8430761529536968,0.9880780088834542
9,47,67,0.6946721599717028,0.1558231917775702
77,9,45,0.8779370799097717,0.7351842829712194
47,74,60,0.8105359931925004,0.2887352914684004
5,91,17,0.9184431232679529,0.24152964762361817
38,83,62,0.2026288736872076,0.5336062927716799
18,60,1,0.46057369768670053,0.7269564098535845
7,95,30,0.18935896747572,0.8480756076332413
27,30,42,0.7492870434739575,0.7602579365778008
90,11,71,0.9079142072689831,0.577036801274633
30,40,82,0.808732252020013,0.5781938118748629
29,85,90,0.12545580160027225,0.6759226527698539
56,33,34,0.03566219312686081,0.24321828407432688
7,11,62,0.7257358950086774,0.30964772630217197
7,39,38,0.38238973265298004,0.4398719823055339
7,87,26,0.9086479415304887,0.9473031196665048
95,90,69,0.8625742500149545,0.24932024861444524
30,7,98,0.629851124006724,0.6396357777711339
55,34,14,0.850785259918504,0.6994409096630639
20,14,61,0.25950267976705643,0.46075783516178825
36,54,31,0.9772159733338447,0.4791055186543447
87,80,16,0.9415373106936665,0.012543762626365917
3,98,4,0.12226038048398846,0.1825425175746529
6,38,75,0.6917764375556988,0.1346001413666591
68,85,25,0.5053400554035677,0.6079273108647764
60,28,53,0.0427648067755344,0.7154357751364315
27,68,12,0.9747088035702735,0.2688023754534703
53,90,8,0.520831108949551,0.7777262914686849
35,32,20,0.027036274181294062,0.8110021588686066
10,71,2,0.5800975663250982,0.02155546944022413
44,48,99,0.03940904005500645,0.4674652790657454
53,46,96,0.4213544464865291,0.27508612136748034
9,92,26,0.24000157500532027,0.47292498890868107
3,14,42,0.8789251243056424,0.5932849244729994
90,49,66,0.6864919952259373,0.12773516025119802
93,98,94,0.697722193620653,0.32245953098489344
11,25,63,0.1826889511341666,0.8478342467921042
70,48,14,0.9631572643320203,0.7650414070104347
100,97,84,0.47532248078466677,0.06168244828614111
85,48,3,0.29437834480415215,0.379472490678728
47,16,97,0.3656262767816214,0.7216481879028147
33,59,79,0.11178500132462132,0.1516295999788636
77,17,79,0.6314059854102794,0.16379823639944202
14,84,93,0.4132318048939557,0.15138057065492705
6,40,62,0.1662956869953801,0.29124226708643963
2,17,32,0.8023311960853959,0.837256593671498
43,67,96,0.4692417053641367,0.3733998564612008
7,35,57,0.9522899563632637,0.5722481313085597
39,91,82,0.8309969970283216,0.8152493328705465
76,64,18,0.2998045689844062,0.31962910104369846
64,49,98,0.8128714591786621,0.7356317025062138
46,24,86,0.19551668995812554,0.8971734063821086
71,50,75,0.5053454553346097,0.8579712718866794
52,39,68,0.21749191605375473,0.964011138051378
35,28,55,0.27281106150030443,0.41943400501532824
16,93,60,0.43044958740302286,0.6532126520366758
68,80,72,0.15340074572131257,0.6063371626828329
24,16,25,0.15382663750063819,0.49986551163634363
53,27,41,0.9381137745562279,0.9203286974742009
12,62,65,0.04006092561614438,0.8029993597772721
13,69,22,0.6855317444506733,0.12998941345476112
87,57,47,0.2666505308310193,0.6695840327063514
95,3,42,0.3970095567309837,0.48972649268977153
19,67,54,0.9454594520897643,0.5604437651187626
98,79,25,0.9528554802252972,0.9716345077467836
94,29,46,0.6052021035561724,0.3323323288743101
91,26,86,0.592950182234319,0.3980680816876929
89,49,11,0.2680115419274761,0.09139309587301836
80,45,83,0.03574511010650239,0.9952526478560481
38,73,25,0.6252149379200308,0.8046356068366871
65,50,45,0.19412811567635424,0.14539530901020947
4,19,85,0.9053920701678125,0.08403346111898136
58,51,22,0.11528896807071753,0.6034064370348562
65,53,12,0.09708126949376339,0.9333636413197487
18,26,93,0.8425320916811847,0.8681720417765885
87,96,23,0.3516756558371995,0.25798227473728796
88,32,80,0.3663486733703989,0.15688616879088557
66,71,16,0.9751347165650646,0.3692870440004882
61,49,50,0.499521152301577,0.127179170905367
16,35,50,0.5451253071583014,0.3550894184426896
76,60,17,0.2576909239414853,0.443051822023394
92,3,37,0.03573465706583567,0.0812819376638586
53,74,54,0.9384088411324601,0.9749056896004672
70,99,98,0.9786143687401574,0.739870384883962
44,36,12,0.603448138324503,0.18198174429204195
68,8,48,0.30610209508504904,0.20750345134953319
